block_number,total_supply,timestamp,time
15361306,18686471802586809920649267,1660775144,2022-08-17 22:25:44
15367306,18686471802586809920649267,1660857450,2022-08-18 21:17:30
15374306,18686471802586809920649267,1660953489,2022-08-19 23:58:09
15380306,18686471802586809920649267,1661035196,2022-08-20 22:39:56
15386306,18686471802586809920649267,1661116910,2022-08-21 21:21:50
15392306,18686471802586809920649267,1661199232,2022-08-22 20:13:52
15399306,18686471802586809920649267,1661293987,2022-08-23 22:33:07
15405306,18686471802586809920649267,1661376699,2022-08-24 21:31:39
15411306,18686471802586809920649267,1661461056,2022-08-25 20:57:36
15418306,18686471802586809920649267,1661557459,2022-08-26 23:44:19
15424306,18686471802586809920649267,1661641096,2022-08-27 22:58:16
15430306,18686471802586809920649267,1661723824,2022-08-28 21:57:04
15436306,18686471802586809920649267,1661806472,2022-08-29 20:54:32
15443306,18686471802586809920649267,1661903177,2022-08-30 23:46:17
15449306,18686471802586809920649267,1661985971,2022-08-31 22:46:11
15455306,18759050097544830967186957,1662068855,2022-09-01 21:47:35
15461306,18759050097544830967186957,1662151516,2022-09-02 20:45:16
15468306,18759050097544830967186957,1662248816,2022-09-03 23:46:56
15474306,18759050097544830967186957,1662331537,2022-09-04 22:45:37
15480306,18759050097544830967186957,1662415365,2022-09-05 22:02:45
15486306,18759050097544830967186957,1662498053,2022-09-06 21:00:53
15492306,18759050097544830967186957,1662581387,2022-09-07 20:09:47
15499306,18759050097544830967186957,1662677746,2022-09-08 22:55:46
15505306,18759050097544830967186957,1662763106,2022-09-09 22:38:26
15511306,18759050097544830967186957,1662848901,2022-09-10 22:28:21
15517306,18759050097544830967186957,1662934694,2022-09-11 22:18:14
15523306,18759050097544830967186957,1663020056,2022-09-12 22:00:56
15529306,18759050097544830967186957,1663106004,2022-09-13 21:53:24
15535306,18759050097544830967186957,1663193112,2022-09-14 22:05:12
15542306,18759050097544830967186957,1663283951,2022-09-15 23:19:11
15549306,18759050097544830967186957,1663369295,2022-09-16 23:01:35
15556306,18759050097544830967186957,1663454123,2022-09-17 22:35:23
15563306,18759050097544830967186957,1663538927,2022-09-18 22:08:47
15570306,18759050097544830967186957,1663623827,2022-09-19 21:43:47
15577306,18759050097544830967186957,1663708559,2022-09-20 21:15:59
15584306,18759050097544830967186957,1663794323,2022-09-21 21:05:23
15592306,18759050097544830967186957,1663890983,2022-09-22 23:56:23
15599306,18759050097544830967186957,1663975379,2022-09-23 23:22:59
15606306,18759050097544830967186957,1664059751,2022-09-24 22:49:11
15613306,18759050097544830967186957,1664144111,2022-09-25 22:15:11
15620306,18759050097544830967186957,1664228747,2022-09-26 21:45:47
15627306,18759050097544830967186957,1664313371,2022-09-27 21:16:11
15634306,18759050097544830967186957,1664397875,2022-09-28 20:44:35
15642306,18829393161852163722200288,1664494487,2022-09-29 23:34:47
15649306,18829393161852163722200288,1664578943,2022-09-30 23:02:23
15656306,18829393161852163722200288,1664663663,2022-10-01 22:34:23
15663306,18829393161852163722200288,1664747975,2022-10-02 21:59:35
15670306,18829393161852163722200288,1664832491,2022-10-03 21:28:11
15677306,18829393161852163722200288,1664917163,2022-10-04 20:59:23
15685306,18829393161852163722200288,1665013955,2022-10-05 23:52:35
15692306,18829393161852163722200288,1665098459,2022-10-06 23:20:59
15699306,18829393161852163722200288,1665183119,2022-10-07 22:51:59
15706306,18829393161852163722200288,1665267479,2022-10-08 22:17:59
15713306,18829393161852163722200288,1665351887,2022-10-09 21:44:47
15720306,18829393161852163722200288,1665436343,2022-10-10 21:12:23
15728306,18859620878917675162881133,1665532799,2022-10-11 23:59:59
15735306,18859620878917675162881133,1665617231,2022-10-12 23:27:11
